nome,conselho_regional,registo,localidade,data_constituicao,email,morada,codigo_postal,telefone,telemovel,fax,url_fonte,zona_evento,tipo_evento,observacoes
"ANTÓNIO LEITÃO E CARLOS SERAFIM - SOCIEDADE DE ADVOGADOS, RL",Lisboa,29/00,LISBOA,07-07-2000,carlos.serafim@alcsadvogados.pt,"Avª. António Augusto de Aguiar, 163 – 3º. DTº.",1050-014 LISBOA,+351213879059,,+351213877017,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTÓNIO MENEZES CORDEIRO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,22/96,LISBOA,08-03-1996,amc.advogados@mail.telepac.pt,"Avenida Marechal Craveiro Lopes, nº 8, D - 1º A",1700-284 LISBOA,+351213192970,,+351213192978,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTÓNIO PRAGAL COLAÇO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,42/90,LISBOA,12-11-1990,apcolaco@mail.telepac.pt,"Av. da Igreja, 42 - 2º dto.",1700-239 LISBOA,+351213553940,,+351213553949,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTÓNIO SIMÕES DE MELO, ANA DE MELO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,32/24,RAMADA,23-08-2024,melo.advogados.oa@gmail.com,"Rua Marquesa d'Alorna, n.º 6, 4º C",2620-270 RAMADA,+351218096736,+351917255069,+351218096736,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTÓNIO TAVEIRA & ASSOCIADOS – SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,43/10,LISBOA,16-04-2010,antoniotaveira-14204l@adv.oa.pt,"Av Barbosa du Bocage, 87 - 3º",1050-030 LISBOA,+351213874060,,+351213873984,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTÓNIO VICENTE MARQUES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,38/10,LISBOA,12-04-2010,lisboa@avm.biz,"Rua Castilho, n.º 75, 1º esq.",1250-068 LISBOA,+351304501010,,+351304501009,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ANTUNES, CAETANO, VASCONCELOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,32/11,LISBOA,06-05-2011,geral@acv-advogados.com,"Rua Abranches Ferrão, 11 B, 2º andar",1600-001 LISBOA,+351217275828,,+351217275821,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"APSM - Sociedade de Advogados, SP, RL",Lisboa,36/22,ALGÉS,04-10-2022,geral@apsmadvogados.com,"Rua Dr. Manuel Arriaga, n.º 31, rés-do-chão esq",1495-088 ALGÉS,+351211969782,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ARAÚJO PEREIRA, LENCASTRE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,16/13,LISBOA,19-02-2013,apl.advogados@apl-advogados.pt,"Campo dos Mártires da Pátria , n.º 59 - 1º esq.",1150-226 LISBOA,+351218228360,,+351218204092,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ARAÚJO PEREIRA, MOUZINHO CRAVEIRO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,21/07,LISBOA,25-05-2007,miguel.araujo.pereira-8777l@adv.oa.pt,"Av. Ressano Garcia, 19 - 1º.",1070-234 LISBOA,+351213808070,,+351213808077,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=8,,,
"ARC LEGAL OFFICE - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,15/24,LISBOA,19-04-2024,arc@arclegaloffice.pt,"Rua Mouzinho da Silveira, n.º 27 - 4º B/C",1250-166 LISBOA,+351211517535,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"ARMANDO CASTANHEIRA & ASSOCIADOS SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,24/16,LISBOA,09-06-2016,armando-19426l@adv.oa.pt,"Av da Liberdade, 110",1269-046 LISBOA,+351211961720,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
ARMÉNIO MARQUES DOS SANTOS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,1/10,LISBOA,04-01-2010,soc.@oa.pt,"R. Latino Coelho, 12 - 4º. C",1050-136 LISBOA,+351213573857,,+351213570533,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"ASA, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,36/18,LISBOA,07-09-2018,geral@asalawyers.pt,"Rua Filipe Folque, n.º 10 J - 4º esq",1050-093 LISBOA,+351215843044,,+351215842796,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"ASDRÚBAL CALISTO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,20/90,LISBOA,09-04-1990,calistoassoc@mail.telepac.pt,"Avª. da República, 48 - B - 4º. Dtº.",1050-195 LISBOA,+351217980500,,+351217936967,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"ASSIS DE ALMEIDA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,10/90,LISBOA,16-02-1990,geral@aaadv.pt,"Travessa da Trindade, 16 - 4º. Letra D",1200-469 LISBOA,+351213223100,,+351213421335,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"ATHAYDE DE TAVARES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,30/01,LISBOA,21-08-2001,atpr@atpr.pt,"R. Joaquim António de Aguiar, 66 - 2º esquerdo",1070-153 LISBOA,+351213827580,,+351213827589,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"AUGUSTO DE ATHAYDE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,39/17,LISBOA,28-09-2017,aaa-10592l@adv.oa.pt,Rua Saraiva de Carvalho n.º 134 - r/c,1250-245 LISBOA,+351218811303,,+351218811302,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"AVCO LEGAL EUROPE, SOCIEDAD CIVIL PROFESIONAL, SUCURSAL EM PORTUGAL",Lisboa,01/03,LISBOA,25-09-2003,lisboa@avco.legal,"Av. da República n.º 41, 4º",1050-187 LISBOA,+351213550187,,+351213550188,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"AVELINO RODRIGUES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Lisboa,23/07,LISBOA,08-06-2007,arodrigues-9966l@adv.oa.pt,"Av. José Malhoa, 2 - 2º. Escrtº. 2.8",1070-375 LISBOA,+351213182820,,+351213182829,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=9,,,
"AVILLEZ & CASTRO – SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,30/24,LISBOA,17-07-2024,contact@miguelcastropereira.com,"Empreendimento Amoreiras, Av. Eng.º Duarte Pacheco, Torre 2, 10º piso – sala 11",1070-101 LISBOA,+351213303798,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"AZEREDO PERDIGÃO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,41/02,LISBOA,10-05-2002,geral@azeredoperdigao.pt,"R. de S. Nicolau, 23 - 2º.",1100-547 LISBOA,+351218879142,,+351218860633,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
AZEVEDO & ARANTES-SOCIEDADE DE ADVOGADOS RL,Lisboa,91/09,LISBOA,16-11-2009,azevedoearantes@gmail.com,"R. de Campolide, 55 - 2º. esqº.",1070-026 LISBOA,+351213876540,,+351213871515,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"AZEVEDO, CARDOSO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,74/10,LISBOA,23-08-2010,gca@azevedocardoso.pt,"Rua Andrade Corvo, 27- 7º esq",1050-008 LISBOA,+351210130228,,+351210102328,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"AZOIA & CAPELO ADVOGADOS, SP, RL",Lisboa,12/17,LISBOA,10-03-2017,geral@fa-associados.pt,"Av Eng Duarte Pacheco, torre 1, 6º andar - sala 10",1070-101 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
BABO & MATA-SOCIEDADE DE ADVOGADOS RL,Lisboa,36/06,LISBOA,12-05-2006,fb.advogada@netcabo.pt,"Estarda de Telheiras, n.º 144-D, Quinta de S Vicente",1600-722 LISBOA,+351213579134,,+351213579070,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"BACELAR GOUVEIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Lisboa,6/01,LISBOA,09-02-2001,jbg@mail.telepac.pt,"Rua Carlos de Seixas, n.º 25",1700-104 LISBOA,+351213513230,,+351213523585,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"BAPTISTA, MONTEVERDE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,83/08,LISBOA,28-11-2008,bma@bma.com.pt,"Edificio Heron Castilho, Rua Braamcamp, n.º 40 - 5º E",1250-050 LISBOA,+351213806530,,+351213806531,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"BARREIROS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,49/00,LISBOA,20-11-2000,geral@barreiroseassociados.pt,"Avª. da Liberdade, 129 – 4º. C.",1250-140 LISBOA,+351213219820,,+351213219829,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"BARROCAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,12/90,LISBOA,19-02-1990,info@barrocas.com.pt,"Empreendimento Amoreiras, Torre 2 - 15º. Piso - Letra A / Av. Engº. Duarte Pacheco",1070-274 LISBOA,+351213843300,,+351213870265,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=10,,,
"BARROS SALES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,51/90,LISBOA,19-12-1990,jose.sales@bsadvogados.com,"Avenida Fontes Pereira de Melo, n.º 21, 5º andar",1050-116 LISBOA,+351213152642,,+351213537666,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BARROS, SOBRAL, G. GOMES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,4/91,LISBOA,11-01-1991,diogo.manoel@bsgg.pt,"Edfº. Castil, R. Castilho, 39 - 12º. B",1250-068 LISBOA,+351213875702,,+351213875743,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BARROSO ADVOGADOS, SP, RL",Lisboa,18/22,LISBOA,20-04-2022,geral@barrosoadvogados.pt,"Av da República, n.º 34 - 3º andar",1050-193 LISBOA,+351213196030,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BARROSO, BENTO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,35/09,LISBOA,31-03-2009,pbarroso-15243l@adv.oa.pt,"Av. Infante Santo, 347 - 2º. drtº. e esqº.",1350-177 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BARTOLOMEU VILAR - ADVOGADOS & SOLICITADORES - SP, RL",Lisboa,6/25,RAMADA,21-02-2025,catarinavilardematos-70359L@adv.oa.pt,Praceta Lucília do Carmo nº 6 Loja A Gab. 1,2620-537 RAMADA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BASTO, SEQUEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,43/11,LISBOA,18-07-2011,elisabetebasto-16438l@advogados.oa.pt,"Avenida Elias Garcia, n.º 57 - 1º",1000-148 LISBOA,+351213869711,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BASTOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,17/16,MONTIJO,21-04-2016,g-bastos-51020L@adv.oa.pt,"Praça da República, 40 -3º esq",2870-235 MONTIJO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BCA - BETTENCOURT DA CÂMARA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,19/16,LISBOA,21-04-2016,bca@m-bettencourt-advogados.com,"Av Engenheiro Duarte Pacheco, torre 2, 9º piso, 4",1070-102 LISBOA,+351213871820,,+351211974663,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BELIM ADVOGADOS - SOCIEDADE MULTIDISCIPLINAR, SP, RL",Lisboa,43/25,LISBOA,13-11-2025,communications@belim.pt,Rua Castilho n° 57 – 1º direito,1250-068 LISBOA,+351211582280,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
BELZUZ ABOGADOS S. L.-SUCURSAL EM PORTUGAL,Lisboa,02/03,LISBOA,25-09-2003,lisboa@belzuz.com,"Av Duque D'Ávila, 141 - 1º dto",1050-081 LISBOA,+351213240530,,+351213478452,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=11,,,
"BENTO DE CASTILHO LEGAL – SOCIEDADE DE ADVOGADOS, SP, UNIPESSOAL LDA",Lisboa,17/25,LISBOA,20-06-2025,luis.castilho@castilholegal.pt,"Av da República, n.º 6 - 1º esq.",1050-191 LISBOA,+351965433388,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BENTO NOGUEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,51/13,LISBOA,19-09-2013,mbn@legalsquare.eu,"Av. da Liberdade, 229 - 4º andar",1250-140 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BENTO RIBEIRO, FRASER & ASSOCIADOS – SOCIEDADE DE ADVOGADOS, S.P., LDA",Lisboa,28/25,LISBOA,20-08-2025,miguelbentoribeiro-67160L@adv.oa.pt,"Passeio Neptuno, 5B,",1990-169 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BERNARDINO, RESENDE E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,54/06,LISBOA,10-07-2006,info@bernardinoresende.com,"Rua Carlos Testa, n.º 1 - 6º C",1050-046 LISBOA,+351213174742,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
BETTENCOURT & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,54/07,LISBOA,06-12-2007,c.bettencourt-21099l@adv.oa.pt,"Av. Visconde Valmor, 69 - 6º.",1050-239 LISBOA,+351217968046,+351919654022,+351217968046,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BEYOND LEGAL - INNOVATIVE LEGAL SERVICES, SOCIEDADE DE ADVOGADOS SP, LDA",Lisboa,13/25,LISBOA,22-04-2025,ricardolouro-21360l@adv.oa.pt,"Praça de Alvalade, n.º 7, 12º esq.",1700-036 LISBOA,+351211322537,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BIND – Esperança, Vaz Osório, Sociedade de Advogados, SP, RL",Lisboa,25/22,LISBOA,30-06-2022,re-16500l@adv.oa.pt,"Rua Julieta Ferrão, N.º 10 - 8º andar",1600-131 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BMDV ADVOGADOS, SP, RL",Lisboa,65/07,LISBOA,27-12-2007,nbaltazarmendes-5830l@adv.oa.pt,"Av. da República, 6 - 8º. esqº.",1050-191 LISBOA,+351213144577,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BOINO & ASSOCIADOS -SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,59/04,LISBOA,25-11-2004,advogados@bpo.com.pt,"Av. Eng. Duarte Pacheco, Torre 1, 2º piso, sala 5",1070-100 LISBOA,+351213700000,,+351213700009,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BORDALO GONÇALVES, RUI JORGE REGO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,48/05,LOURES,20-09-2005,geral@bordalo.pt,"Av. das Descobertas, 45 A, Infantado",2670-384 LOURES,+351215947819,,+351215944368,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=12,,,
"BORGES, COSTA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,77/06,LISBOA,07-12-2006,joaopereiradacosta-8022l@adv.oa.pt,"R. Augusta, 100 - 1º. Esqº.",1100-053 LISBOA,+351213423105,,+351213423106,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BORGES, NOVAIS, GOMES, MADUREIRA-SOCIEDADE DE ADVOGADOS RL",Lisboa,20/10,BARCARENA,20-02-2010,pedrofonsecaborges-13613l@adv.oa.pt,"R. da Juventude, 25 Loja drtº.",2730-110 BARCARENA,+351210166677,,+351214395675,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BOTELHO ANTUNES, REIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,21/19,TORRES VEDRAS,17-06-2019,geral@barv.pt,"Rua Raimundo Porta, Edf Vila Expo, Bloco A - 1º Dto.",2560-692 TORRES VEDRAS,+351261312712,,+351261312712,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BOTELHO, CHANTRE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,16/17,LISBOA,20-04-2017,jbotelho-11925l@adv.oa.pt,"Av Álvares Cabral, 84 - 1º esq e 2º",1250-018 LISBOA,+351213703600,,+351213882554,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BPO - BARROCAS, PRETO & OLIVEIRA, SOCIEDADE DE ADVOGADOS - SP, RL",Lisboa,10/08,LISBOA,21-02-2008,silvapreto@bpo-lawyers.pt,"Av Almirante Gago Coutinho, 128",1700-033 LISBOA,+351217263768,,+351217277528,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BQ ADVOGADAS - BESELGA & QUARENTA - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,40/17,LISBOA,04-10-2017,geral@bqadvogadas.com,"Rua Professor Vítor Fontes, n.º 17 – A",1600-670 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BRAGA DA COSTA, AFRA ROSA, MEXIA, REYNOLDS, MALTA VACAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,51/15,LISBOA,22-12-2015,geral@rmmv.pt,"Av 5 de Outubro, 85 - 6º",1050-050 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BRAGA DA CRUZ, PINTO BASTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,21/17,LISBOA,23-06-2017,info@bcpb.pt,"Rua Castilho, n.º 67 - 1º",1250-068 LISBOA,+351213849441,,+351213849449,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BRANCO, GARCIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,17/10,AMADORA,10-02-2010,adv.escritorio@sapo.pt,"R. Infanta D. Maria, 5",2700-464 AMADORA,+351214922292,,+351214987893,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BRASIL SALOMÃO E MATTHES - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,9/20,LISBOA,02-04-2020,fernando.senise-57068L@adv.oa.pt,"Avenida Miguel Bombarda, n.º 36 - 2º B",1050-165 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=13,,,
"BRIOSA E GALA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,49/15,PONTA DELGADA,22-12-2015,jpbg@briosaegala-advogados.com,"Rua das Laranjeiras, n.º 15 – CQ, rés-do-chão norte poente, Urbe Oceanus, Bloco 6",9500-317 PONTA DELGADA,+351217510383,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
BRITO DA MANA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS,Lisboa,49/97,LISBOA,11-12-1997,britodamana@mail.telepac.pt,"Rua de Santa Justa, 82 -1º",1100-486 LISBOA,+351213468881,,+351213461705,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"BRITO, ALVES, SALVADOR E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,80/09,LISBOA,08-10-2009,geral@bas.pt,"Praça Duque de Saldanha, 1, Atrium Saldanha – 8.º H",1050-094 LISBOA,+351211554330,,+351211554350,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"BROSETA ABOGADOS, SLP - SUCURSAL EM PORTUGAL",Lisboa,25/23,LISBOA,11-09-2023,infolisboa@broseta.com,"Avenida da República, n.º 57 - 6º andar",1050-189 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"BRUNO DIAS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,78/08,LISBOA,14-11-2008,bruno.dias@bdmjm.pt,Av. Duque de Ávila n.º 6 - 1º esq.,1000-140 LISBOA,+351217802220,,+351217802229,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"BSP - LUDGERO BRONZE, VÍTOR DE SÁ PEREIRA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,11/18,LISBOA,15-03-2018,geral@bspadvogados.pt,"Av da República, 60 - 1º dto.",1050-197 LISBOA,+351212696940,,+351212696949,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"C & C - ESTEVES E NUNES, SOCIEDADE DE ADVOGADAS - SP, RL",Lisboa,46/18,LISBOA,24-10-2018,carla.esteves.adv@gmail.com,"Av. Engenheiro Duarte Pacheco, Torre 1, 4º-11",1070-101 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
"C&M PARTNERS – SOCIEDADE MULTIDISCIPLINAR, SOLICITADORIA E ADVOCACIA, SP, LDA.",Lisboa,2/26,ESTORIL,07-01-2026,secretariado@cm-partners.pt,"Avenida Aida, Edifício Estoril Garden. Bloco 8, n.º 295, escritório n.º 224",2765-187 ESTORIL,+351211605038,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=14,,,
